"Site","TIMESTAMP","DO_mgL","FDOM_RFU","Chlorophyll_ugL","Conductivity","DO_saturation","Salinity_PPT","TDS_mgL","pH","Temp_C","Depth_m"
"DOCK",2026-01-21 04:30:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"DOCK",2026-01-21 04:36:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"DOCK",2026-01-21 04:42:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"DOCK",2026-01-21 04:48:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"DOCK",2026-01-21 04:54:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"DOCK",2026-01-21 05:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"DOCK",2026-01-21 05:06:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"DOCK",2026-01-21 05:12:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"DOCK",2026-01-21 05:18:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"DOCK",2026-01-21 05:24:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"DOCK",2026-01-21 05:30:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"DOCK",2026-01-21 05:36:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"DOCK",2026-01-21 05:42:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"DOCK",2026-01-21 05:48:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"DOCK",2026-01-21 05:54:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"DOCK",2026-01-21 06:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"DOCK",2026-01-21 06:06:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"DOCK",2026-01-21 06:12:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"DOCK",2026-01-21 06:18:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"DOCK",2026-01-21 06:24:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"DOCK",2026-01-21 06:30:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"DOCK",2026-01-21 06:36:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"DOCK",2026-01-21 06:42:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"DOCK",2026-01-21 06:48:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"DOCK",2026-01-21 06:54:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"DOCK",2026-01-21 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"DOCK",2026-01-21 07:06:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"DOCK",2026-01-21 07:12:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"DOCK",2026-01-21 07:18:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"DOCK",2026-01-21 07:24:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"DOCK",2026-01-21 07:30:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"DOCK",2026-01-21 07:36:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"DOCK",2026-01-21 07:42:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"DOCK",2026-01-21 07:48:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"DOCK",2026-01-21 07:54:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"DOCK",2026-01-21 08:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"DOCK",2026-01-21 08:06:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"DOCK",2026-01-21 08:12:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"DOCK",2026-01-21 08:18:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"DOCK",2026-01-21 08:24:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"DOCK",2026-01-21 08:30:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"DOCK",2026-01-21 08:36:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"DOCK",2026-01-21 08:42:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"DOCK",2026-01-21 08:48:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"DOCK",2026-01-21 08:54:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"DOCK",2026-01-21 09:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"DOCK",2026-01-21 09:06:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"DOCK",2026-01-21 09:12:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"DOCK",2026-01-21 09:18:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"DOCK",2026-01-21 09:24:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"DOCK",2026-01-21 09:30:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"DOCK",2026-01-21 09:36:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"DOCK",2026-01-21 09:42:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"DOCK",2026-01-21 09:48:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"DOCK",2026-01-21 09:54:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"DOCK",2026-01-21 10:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"DOCK",2026-01-21 10:06:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"DOCK",2026-01-21 10:12:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"DOCK",2026-01-21 10:18:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"DOCK",2026-01-21 10:24:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"DOCK",2026-01-21 10:30:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"DOCK",2026-01-21 10:36:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"DOCK",2026-01-21 10:42:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"DOCK",2026-01-21 10:48:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"DOCK",2026-01-21 10:54:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"DOCK",2026-01-21 11:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"DOCK",2026-01-21 11:06:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"DOCK",2026-01-21 11:12:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"DOCK",2026-01-21 11:18:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"DOCK",2026-01-21 11:24:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"DOCK",2026-01-21 11:30:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"DOCK",2026-01-21 11:36:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"DOCK",2026-01-21 11:42:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"DOCK",2026-01-21 11:48:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"DOCK",2026-01-21 11:54:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"DOCK",2026-01-21 12:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"DOCK",2026-01-21 12:06:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"DOCK",2026-01-21 12:12:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"DOCK",2026-01-21 12:18:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"DOCK",2026-01-21 12:24:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"DOCK",2026-01-21 12:30:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"DOCK",2026-01-21 12:36:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"DOCK",2026-01-21 12:42:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"DOCK",2026-01-21 12:48:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"DOCK",2026-01-21 12:54:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"DOCK",2026-01-21 13:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"DOCK",2026-01-21 13:06:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"DOCK",2026-01-21 13:12:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"DOCK",2026-01-21 13:18:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"DOCK",2026-01-21 13:24:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"DOCK",2026-01-21 13:30:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"DOCK",2026-01-21 13:36:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"DOCK",2026-01-21 13:42:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"DOCK",2026-01-21 13:48:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"DOCK",2026-01-21 13:54:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"DOCK",2026-01-21 14:00:00,12.53,5.03,4.18,13.777,100.48,14.47,15887.77,7.6,2.153,1.142
"DOCK",2026-01-21 14:06:00,12.56,5.09,4.31,13.786,100.78,14.47,15883.95,7.61,2.183,1.143
"DOCK",2026-01-21 14:12:00,12.54,5.12,4.45,13.819,100.76,14.48,15884.04,7.62,2.254,1.151
"DOCK",2026-01-21 14:18:00,12.54,5.11,4.31,13.86,101.05,14.48,15880.17,7.62,2.347,1.158
"DOCK",2026-01-21 14:24:00,12.55,5.08,4.21,13.879,101.23,14.48,15878.59,7.61,2.387,1.162
"DOCK",2026-01-21 14:30:00,12.57,5.06,4.59,13.895,101.58,14.47,15870.93,7.62,2.444,1.165
"DOCK",2026-01-21 14:36:00,12.57,5.07,4.41,13.869,101.39,14.47,15864.48,7.61,2.392,1.169
"DOCK",2026-01-21 14:42:00,12.55,5.06,4.35,13.841,101.14,14.46,15859.3,7.61,2.345,1.174
"DOCK",2026-01-21 14:48:00,12.53,5.09,4.49,13.859,101.11,14.46,15855.78,7.6,2.391,1.18
"DOCK",2026-01-21 14:54:00,12.53,5.15,4.44,13.88,101.13,14.47,15871.29,7.6,2.416,1.181
"DOCK",2026-01-21 15:00:00,12.52,4.99,4.45,13.971,101.62,14.48,15860.99,7.61,2.62,1.2
"DOCK",2026-01-21 15:06:00,12.54,5.11,4.56,14.023,102.18,14.47,15843.38,7.6,2.767,1.204
"DOCK",2026-01-21 15:12:00,12.57,5.03,4.51,14.054,102.68,14.46,15826.61,7.6,2.864,1.205
"DOCK",2026-01-21 15:18:00,12.61,4.98,4.4,14.064,103.07,14.46,15823.31,7.6,2.892,1.208
"DOCK",2026-01-21 15:24:00,12.61,5,4.53,14.031,102.83,14.47,15837.15,7.6,2.799,1.209
"DOCK",2026-01-21 15:30:00,12.6,5,4.6,14.032,102.78,14.47,15834.18,7.6,2.805,1.21
"DOCK",2026-01-21 15:36:00,12.62,5.01,4.79,13.998,102.72,14.46,15832.71,7.6,2.729,1.212
"DOCK",2026-01-21 15:42:00,12.58,5.05,5.08,14.026,102.51,14.47,15841.82,7.61,2.771,1.21
"DOCK",2026-01-21 15:48:00,12.59,5,5.15,13.985,102.34,14.47,15841.06,7.61,2.687,1.21
"DOCK",2026-01-21 15:54:00,12.59,5.05,4.98,13.993,102.44,14.46,15834.93,7.61,2.709,1.209
"DOCK",2026-01-21 16:00:00,12.57,5.03,5.17,13.973,102.14,14.46,15837.65,7.61,2.669,1.209
"DOCK",2026-01-21 16:06:00,12.57,5.02,5.78,13.96,102.02,14.47,15849.2,7.62,2.62,1.207
"DOCK",2026-01-21 16:12:00,12.58,5.1,5.61,13.952,102.03,14.47,15850.01,7.62,2.604,1.196
"DOCK",2026-01-21 16:18:00,12.58,5.02,6.05,13.95,102,14.47,15856.56,7.61,2.591,1.203
"DOCK",2026-01-21 16:24:00,12.59,5.05,5.95,13.921,101.92,14.46,15848.03,7.61,2.538,1.2
"DOCK",2026-01-21 16:30:00,12.58,5.04,6,13.996,102.38,14.46,15835.25,7.61,2.723,1.204
"DOCK",2026-01-21 16:36:00,12.56,5.05,6.5,13.957,101.97,14.45,15829.72,7.61,2.65,1.204
"DOCK",2026-01-21 16:42:00,12.59,5.05,6.43,13.994,102.49,14.46,15831.24,7.61,2.726,1.205
"DOCK",2026-01-21 16:48:00,12.59,4.97,6.52,13.971,102.32,14.45,15830.13,7.61,2.679,1.203
"DOCK",2026-01-21 16:54:00,12.59,5.02,6.5,13.981,102.38,14.46,15831.68,7.6,2.698,1.202
"DOCK",2026-01-21 17:00:00,12.56,5.07,6.52,14.005,102.32,14.46,15828.78,7.61,2.758,1.202
"DOCK",2026-01-21 17:06:00,12.59,4.99,6.53,13.986,102.37,14.46,15831.41,7.61,2.709,1.201
"DOCK",2026-01-21 17:12:00,12.6,4.96,7.3,13.987,102.43,14.47,15846.75,7.62,2.682,1.201
"DOCK",2026-01-21 17:18:00,12.58,4.99,6.54,13.936,102.02,14.46,15843.15,7.61,2.579,1.201
"DOCK",2026-01-21 17:24:00,12.62,4.94,6.88,13.906,102.1,14.46,15852.91,7.61,2.494,1.201
"DOCK",2026-01-21 17:30:00,12.61,5,7.22,13.89,101.8,14.49,15876.26,7.61,2.411,1.202
"DOCK",2026-01-21 17:36:00,12.62,4.98,6.72,13.869,101.83,14.47,15872.66,7.61,2.384,1.204
"DOCK",2026-01-21 17:42:00,12.62,4.91,7.09,13.874,101.86,14.47,15873.8,7.63,2.394,1.203
"DOCK",2026-01-21 17:48:00,12.63,4.88,6.81,13.869,101.84,14.47,15869.89,7.62,2.387,1.202
"DOCK",2026-01-21 17:54:00,12.61,4.91,7.67,13.873,101.75,14.48,15873.21,7.61,2.386,1.203
"DOCK",2026-01-21 18:00:00,12.63,4.91,6.46,13.856,101.71,14.49,15891.36,7.62,2.319,1.201
"DOCK",2026-01-21 18:06:00,12.61,4.92,6.36,13.856,101.59,14.48,15882.91,7.61,2.334,1.2
"DOCK",2026-01-21 18:12:00,12.61,4.82,7.94,13.861,101.58,14.48,15885.24,7.62,2.341,1.199
"DOCK",2026-01-21 18:18:00,12.6,4.79,7.99,13.862,101.5,14.49,15888.79,7.61,2.333,1.199
"DOCK",2026-01-21 18:24:00,12.63,4.86,8.56,13.858,101.67,14.49,15893.44,7.61,2.316,1.199
"DOCK",2026-01-21 18:30:00,12.63,4.87,7.42,13.834,101.61,14.49,15895.17,7.62,2.263,1.198
"DOCK",2026-01-21 18:36:00,12.58,4.97,7.63,13.826,101.08,14.49,15900.02,7.62,2.236,1.198
"DOCK",2026-01-21 18:42:00,12.65,4.92,7.24,13.822,101.59,14.5,15907.83,7.63,2.215,1.199
"DOCK",2026-01-21 18:48:00,12.67,4.86,7.12,13.811,101.65,14.5,15915.35,7.62,2.179,1.198
"DOCK",2026-01-21 18:54:00,12.68,4.92,7.92,13.811,101.7,14.51,15920.55,7.62,2.165,1.198
"DOCK",2026-01-21 19:00:00,12.67,4.97,8.05,13.818,101.76,14.5,15910.63,7.62,2.201,1.196
"DOCK",2026-01-21 19:06:00,12.65,4.89,7.48,13.823,101.6,14.5,15908.23,7.62,2.215,1.194
"DOCK",2026-01-21 19:12:00,12.67,4.97,8.14,13.82,101.77,14.5,15908.08,7.63,2.21,1.194
"DOCK",2026-01-21 19:18:00,12.66,4.96,7.59,13.804,101.56,14.5,15915.67,7.62,2.162,1.195
"DOCK",2026-01-21 19:24:00,12.67,4.98,7.66,13.798,101.56,14.5,15918.65,7.62,2.141,1.195
"DOCK",2026-01-21 19:30:00,12.67,4.95,7.59,13.8,101.56,14.5,15918.19,7.62,2.148,1.193
"DOCK",2026-01-21 19:36:00,12.64,4.86,8.18,13.806,101.35,14.51,15928.35,7.62,2.143,1.192
"DOCK",2026-01-21 19:42:00,12.63,5,7.44,13.807,101.26,14.51,15927.3,7.63,2.146,1.192
"DOCK",2026-01-21 19:48:00,12.63,5.08,7.21,13.813,101.31,14.51,15930.66,7.62,2.153,1.191
"DOCK",2026-01-21 19:54:00,12.65,5.07,7.51,13.815,101.46,14.52,15931.67,7.62,2.154,1.19
"DOCK",2026-01-21 20:00:00,12.67,5,6.44,13.816,101.59,14.52,15930.4,7.62,2.159,1.19
"DOCK",2026-01-21 20:06:00,12.63,4.94,6.88,13.826,101.34,14.52,15931.66,7.62,2.178,1.19
"DOCK",2026-01-21 20:12:00,12.64,4.96,7.58,13.821,101.45,14.52,15929.32,7.63,2.172,1.192
"DOCK",2026-01-21 20:18:00,12.65,4.77,7.49,13.823,101.54,14.51,15925.13,7.62,2.182,1.189
"DOCK",2026-01-21 20:24:00,12.66,4.97,7.06,13.825,101.6,14.52,15930.77,7.62,2.178,1.189
"DOCK",2026-01-21 20:30:00,12.67,4.97,7.48,13.812,101.61,14.52,15932.18,7.62,2.148,1.186
"DOCK",2026-01-21 20:36:00,12.64,4.97,7.26,13.816,101.37,14.52,15930.88,7.62,2.159,1.185
"DOCK",2026-01-21 20:42:00,12.66,5.03,6.8,13.812,101.52,14.51,15927.96,7.63,2.153,1.184
"DOCK",2026-01-21 20:48:00,12.64,4.96,7.31,13.81,101.37,14.51,15927.86,7.62,2.154,1.185
"DOCK",2026-01-21 20:54:00,12.65,4.94,7.82,13.818,101.52,14.52,15930.72,7.62,2.162,1.184
"DOCK",2026-01-21 21:00:00,12.62,4.9,8.06,13.829,101.31,14.51,15924.98,7.62,2.197,1.18
"DOCK",2026-01-21 21:06:00,12.62,4.98,7.34,13.834,101.36,14.51,15925.79,7.62,2.207,1.179
"DOCK",2026-01-21 21:12:00,12.6,5.07,9.16,13.836,101.23,14.51,15927.01,7.62,2.21,1.175
"DOCK",2026-01-21 21:18:00,12.62,5.04,8.74,13.831,101.28,14.52,15929.07,7.62,2.195,1.173
"DOCK",2026-01-21 21:24:00,12.62,5.05,8.26,13.827,101.31,14.52,15924.71,7.62,2.185,1.172
"DOCK",2026-01-21 21:30:00,12.61,5.01,7.73,13.829,101.28,14.52,15929.08,7.62,2.191,1.172
"DOCK",2026-01-21 21:36:00,12.62,4.94,7.96,13.824,101.28,14.52,15929.92,7.62,2.178,1.176
"DOCK",2026-01-21 21:42:00,12.61,4.94,7.49,13.829,101.2,14.52,15929.27,7.63,2.19,1.172
"DOCK",2026-01-21 21:48:00,12.61,5.03,7.76,13.822,101.18,14.52,15933.92,7.62,2.165,1.171
"DOCK",2026-01-21 21:54:00,12.62,4.99,8.15,13.829,101.3,14.52,15932.64,7.62,2.183,1.172
"DOCK",2026-01-21 22:00:00,12.62,5.02,6.84,13.82,101.27,14.52,15930.71,7.62,2.168,1.169
"DOCK",2026-01-21 22:06:00,12.71,5.05,6.87,13.811,102.22,14.45,15854.82,7.63,2.285,1.165
"DOCK",2026-01-21 22:12:00,12.65,5.04,7.02,13.837,101.67,14.51,15913.15,7.63,2.232,1.162
"DOCK",2026-01-21 22:18:00,12.67,5.05,6.29,13.823,101.73,14.5,15908.38,7.63,2.213,1.158
"DOCK",2026-01-21 22:24:00,12.67,5.09,9.06,13.825,101.77,14.5,15911.46,7.63,2.213,1.155
"DOCK",2026-01-21 22:30:00,12.65,5.09,7.18,13.813,101.51,14.51,15922.53,7.63,2.166,1.153
"DOCK",2026-01-21 22:36:00,12.65,5.03,8.05,13.812,101.46,14.51,15924.48,7.63,2.161,1.149
"DOCK",2026-01-21 22:42:00,12.61,4.96,7.91,13.806,101.12,14.51,15928.15,7.63,2.143,1.162
"DOCK",2026-01-21 22:48:00,12.59,5.03,7.97,13.812,101,14.51,15928.54,7.62,2.152,1.159
"DOCK",2026-01-21 22:54:00,12.62,4.98,7.82,13.813,101.18,14.52,15931.08,7.62,2.151,1.16
"DOCK",2026-01-21 23:00:00,12.61,4.94,7.44,13.813,101.11,14.52,15930.9,7.62,2.152,1.158
"DOCK",2026-01-21 23:06:00,12.63,5.08,7.59,13.812,101.29,14.52,15931.42,7.63,2.151,1.155
"DOCK",2026-01-21 23:12:00,12.61,4.99,7.49,13.811,101.15,14.52,15931.8,7.63,2.146,1.155
"DOCK",2026-01-21 23:18:00,12.61,5.01,7.54,13.801,101.06,14.52,15935.99,7.63,2.115,1.15
"DOCK",2026-01-21 23:24:00,12.63,5.07,7.72,13.793,101.17,14.52,15938.01,7.62,2.098,1.154
"DOCK",2026-01-21 23:30:00,12.62,5.07,7.46,13.799,101.08,14.52,15935.16,7.63,2.115,1.15
"DOCK",2026-01-21 23:36:00,12.64,5.01,8.43,13.78,101.13,14.52,15941.45,7.63,2.063,1.147
"DOCK",2026-01-21 23:42:00,12.64,4.95,8.83,13.775,101.09,14.52,15940.31,7.64,2.054,1.142
"DOCK",2026-01-21 23:48:00,12.65,5.08,8.23,13.775,101.16,14.52,15940.32,7.63,2.052,1.134
"DOCK",2026-01-21 23:54:00,12.63,5.04,7.4,13.789,101.06,14.53,15945.15,7.63,2.072,1.128
"DOCK",2026-01-22 00:00:00,12.63,5.05,7.77,13.77,101.04,14.51,15938.14,7.63,2.049,1.121
"DOCK",2026-01-22 00:06:00,12.63,5.07,8.19,13.789,101.08,14.52,15939.67,7.63,2.082,1.109
"DOCK",2026-01-22 00:12:00,12.63,4.99,8.44,13.783,101.11,14.52,15940.78,7.64,2.071,1.102
"DOCK",2026-01-22 00:18:00,12.63,5.11,7.39,13.761,100.89,14.52,15943.55,7.63,2.018,1.098
"DOCK",2026-01-22 00:24:00,12.65,5.08,8.52,13.755,101.01,14.52,15947.06,7.63,1.996,1.096
"DOCK",2026-01-22 00:30:00,12.66,4.99,7.81,13.746,101.08,14.52,15952.37,7.63,1.97,1.092
"DOCK",2026-01-22 00:36:00,12.65,5.04,7.19,13.755,101.09,14.51,15940.06,7.64,2.01,1.095
"DOCK",2026-01-22 00:42:00,12.64,5.11,6.91,13.668,100.62,14.47,15904.66,7.63,1.889,1.094
"DOCK",2026-01-22 00:48:00,12.62,5.07,6.74,13.672,100.57,14.46,15894.93,7.63,1.92,1.094
"DOCK",2026-01-22 00:54:00,12.63,5.09,6.35,13.64,100.52,14.44,15872.2,7.62,1.892,1.092
"DOCK",2026-01-22 01:00:00,12.63,5.09,5.88,13.608,100.5,14.41,15850.08,7.63,1.866,1.099
"DOCK",2026-01-22 01:06:00,12.64,5.01,6.27,13.633,100.68,14.42,15853.97,7.62,1.907,1.105
"DOCK",2026-01-22 01:12:00,12.65,5.14,6.5,13.661,100.78,14.44,15873.62,7.63,1.933,1.109
"DOCK",2026-01-22 01:18:00,12.62,5.09,6.26,13.658,100.51,14.46,15891.93,7.63,1.892,1.107
"DOCK",2026-01-22 01:24:00,12.64,5.11,6.03,13.659,100.58,14.46,15896.4,7.62,1.885,1.109
"DOCK",2026-01-22 01:30:00,12.64,5.07,6.62,13.656,100.58,14.46,15901.19,7.62,1.872,1.113
"DOCK",2026-01-22 01:36:00,12.62,5.15,6.16,13.656,100.4,14.47,15904.52,7.62,1.865,1.113
"DOCK",2026-01-22 01:42:00,12.61,5.09,6.26,13.659,100.34,14.47,15907.47,7.63,1.864,1.109
"DOCK",2026-01-22 01:48:00,12.61,5.11,6.05,13.658,100.32,14.47,15907.99,7.62,1.864,1.11
"DOCK",2026-01-22 01:54:00,12.62,5.09,6.63,13.661,100.39,14.47,15911.03,7.62,1.864,1.11
"DOCK",2026-01-22 02:00:00,12.61,5.09,6.54,13.667,100.37,14.48,15916.75,7.62,1.865,1.11
"DOCK",2026-01-22 02:06:00,12.59,5.12,6.5,13.669,100.21,14.48,15920.04,7.62,1.863,1.112
"DOCK",2026-01-22 02:12:00,12.58,5.04,6.07,13.668,100.13,14.48,15921.07,7.62,1.86,1.109
"DOCK",2026-01-22 02:18:00,12.59,5.09,6.4,13.668,100.18,14.49,15923.49,7.61,1.854,1.111
"DOCK",2026-01-22 02:24:00,12.55,5.02,6.75,13.655,99.8,14.48,15921.47,7.61,1.834,1.116
"DOCK",2026-01-22 02:30:00,12.55,5.11,6.24,13.648,99.72,14.48,15918.7,7.61,1.819,1.117
"DOCK",2026-01-22 02:36:00,12.55,5.01,6.5,13.621,99.63,14.47,15907.82,7.61,1.782,1.12
"DOCK",2026-01-22 02:42:00,12.58,5.05,6.48,13.635,99.91,14.47,15909.71,7.62,1.811,1.121
"DOCK",2026-01-22 02:48:00,12.57,5.16,6.42,13.638,99.88,14.47,15915.95,7.61,1.805,1.124
"DOCK",2026-01-22 02:54:00,12.57,5.12,6.22,13.626,99.83,14.47,15912.14,7.61,1.787,1.126
"DOCK",2026-01-22 03:00:00,12.52,5.12,6.27,13.582,99.31,14.44,15883.02,7.6,1.749,1.127
"DOCK",2026-01-22 03:06:00,12.55,5.12,6.37,13.579,99.54,14.44,15885.02,7.61,1.738,1.126
"DOCK",2026-01-22 03:12:00,12.55,5.13,6.43,13.591,99.52,14.45,15891.05,7.62,1.75,1.129
"DOCK",2026-01-22 03:18:00,12.54,5.08,6.23,13.59,99.49,14.44,15890.87,7.61,1.748,1.128
"DOCK",2026-01-22 03:24:00,12.56,5.15,6.02,13.589,99.63,14.45,15891.26,7.61,1.747,1.127
"DOCK",2026-01-22 03:30:00,12.55,5.08,5.91,13.565,99.38,14.44,15883.69,7.6,1.707,1.127
"DOCK",2026-01-22 03:36:00,12.53,5.07,6.12,13.555,99.24,14.43,15881.14,7.6,1.69,1.124
"DOCK",2026-01-22 03:42:00,12.53,5.14,5.95,13.54,99.19,14.42,15874.82,7.61,1.67,1.125
"DOCK",2026-01-22 03:48:00,12.52,5.06,6.13,13.526,99.03,14.42,15868.35,7.6,1.653,1.125
"DOCK",2026-01-22 03:54:00,12.51,5.01,5.9,13.51,98.84,14.41,15865.04,7.59,1.626,1.128
"DOCK",2026-01-22 04:00:00,12.5,5.14,6.12,13.502,98.78,14.41,15864.75,7.59,1.609,1.125
"DOCK",2026-01-22 04:06:00,12.49,5.1,6.48,13.481,98.59,14.4,15859.57,7.59,1.574,1.127
"DOCK",2026-01-22 04:12:00,12.5,5.08,5.87,13.471,98.64,14.4,15855.23,7.6,1.558,1.123
"DOCK",2026-01-22 04:18:00,12.49,5.05,5.85,13.473,98.57,14.39,15852.63,7.59,1.567,1.125
"DOCK",2026-01-22 04:24:00,12.46,5.17,5.94,13.483,98.35,14.39,15847.42,7.58,1.597,1.125
"DOCK",2026-01-22 04:30:00,12.45,5.18,6.18,13.499,98.36,14.4,15852.38,7.58,1.623,1.126
"DOCK",2026-01-22 04:36:00,12.47,5.17,5.88,13.516,98.62,14.41,15862.95,7.58,1.641,1.125
"DOCK",2026-01-22 04:42:00,12.48,5.14,6.14,13.523,98.73,14.41,15866.47,7.59,1.649,1.125
"DOCK",2026-01-22 04:48:00,12.48,5.06,5.87,13.535,98.68,14.43,15881.88,7.59,1.646,1.125
"DOCK",2026-01-22 04:54:00,12.49,5.04,6.55,13.542,98.76,14.44,15887.52,7.59,1.646,1.124
"DOCK",2026-01-22 05:00:00,12.53,5.17,6.08,13.545,99.07,14.44,15897.58,7.59,1.641,1.125
"DOCK",2026-01-22 05:06:00,12.53,5.07,6.37,13.549,99.07,14.45,15900.79,7.59,1.644,1.125
"DOCK",2026-01-22 05:12:00,12.53,5.1,6.4,13.562,99.16,14.45,15906.17,7.6,1.661,1.124
"DOCK",2026-01-22 05:18:00,12.51,5.11,6.37,13.539,98.87,14.44,15893.96,7.59,1.63,1.124
